entry_time,exit_time,entry_action,exit_action,entry_price,exit_price,pnl,trade_journey
2025-07-25 14:02:00+05:30,2025-07-25 14:22:00+05:30,SELL,BUY,24867.6,24845.85,21.75,"[{'time': '2025-07-25 14:02:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 14:03:00+05:30', 'pnl': 3.649999999997817}, {'time': '2025-07-25 14:04:00+05:30', 'pnl': 8.19999999999709}, {'time': '2025-07-25 14:05:00+05:30', 'pnl': 14.5}, {'time': '2025-07-25 14:06:00+05:30', 'pnl': 23.5}, {'time': '2025-07-25 14:07:00+05:30', 'pnl': 24.25}, {'time': '2025-07-25 14:08:00+05:30', 'pnl': 19.599999999998545}, {'time': '2025-07-25 14:09:00+05:30', 'pnl': 19.099999999998545}, {'time': '2025-07-25 14:10:00+05:30', 'pnl': 22.799999999999272}, {'time': '2025-07-25 14:11:00+05:30', 'pnl': 19.799999999999272}, {'time': '2025-07-25 14:12:00+05:30', 'pnl': 19.799999999999272}, {'time': '2025-07-25 14:13:00+05:30', 'pnl': 21.149999999997817}, {'time': '2025-07-25 14:14:00+05:30', 'pnl': 28.25}, {'time': '2025-07-25 14:15:00+05:30', 'pnl': 23.099999999998545}, {'time': '2025-07-25 14:16:00+05:30', 'pnl': 25.649999999997817}, {'time': '2025-07-25 14:17:00+05:30', 'pnl': 24.899999999997817}, {'time': '2025-07-25 14:18:00+05:30', 'pnl': 28.0}, {'time': '2025-07-25 14:19:00+05:30', 'pnl': 25.599999999998545}, {'time': '2025-07-25 14:20:00+05:30', 'pnl': 22.549999999999272}, {'time': '2025-07-25 14:21:00+05:30', 'pnl': 21.94999999999709}, {'time': '2025-07-25 14:22:00+05:30', 'pnl': 21.75}]"
2025-07-25 14:22:00+05:30,2025-07-25 14:26:00+05:30,BUY,SELL,24845.85,24838.6,-7.25,"[{'time': '2025-07-25 14:22:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 14:23:00+05:30', 'pnl': 0.2000000000007276}, {'time': '2025-07-25 14:24:00+05:30', 'pnl': 6.850000000002183}, {'time': '2025-07-25 14:25:00+05:30', 'pnl': 1.9500000000007276}, {'time': '2025-07-25 14:26:00+05:30', 'pnl': -7.25}]"
2025-07-25 14:26:00+05:30,2025-07-25 14:38:00+05:30,SELL,BUY,24838.6,24839.55,-0.9500000000007276,"[{'time': '2025-07-25 14:26:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 14:27:00+05:30', 'pnl': 22.349999999998545}, {'time': '2025-07-25 14:28:00+05:30', 'pnl': -0.1500000000014552}, {'time': '2025-07-25 14:29:00+05:30', 'pnl': 2.7999999999992724}, {'time': '2025-07-25 14:30:00+05:30', 'pnl': 1.6499999999978172}, {'time': '2025-07-25 14:31:00+05:30', 'pnl': 2.4499999999970896}, {'time': '2025-07-25 14:32:00+05:30', 'pnl': 5.599999999998545}, {'time': '2025-07-25 14:33:00+05:30', 'pnl': 7.5}, {'time': '2025-07-25 14:34:00+05:30', 'pnl': 9.599999999998545}, {'time': '2025-07-25 14:35:00+05:30', 'pnl': 3.75}, {'time': '2025-07-25 14:36:00+05:30', 'pnl': 1.7999999999992724}, {'time': '2025-07-25 14:37:00+05:30', 'pnl': 3.5}, {'time': '2025-07-25 14:38:00+05:30', 'pnl': -0.9500000000007276}]"
2025-07-25 14:38:00+05:30,2025-07-25 14:43:00+05:30,BUY,SELL,24839.55,24831.3,-8.25,"[{'time': '2025-07-25 14:38:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 14:39:00+05:30', 'pnl': 5.700000000000728}, {'time': '2025-07-25 14:40:00+05:30', 'pnl': 7.850000000002183}, {'time': '2025-07-25 14:41:00+05:30', 'pnl': -2.0}, {'time': '2025-07-25 14:42:00+05:30', 'pnl': -6.299999999999272}, {'time': '2025-07-25 14:43:00+05:30', 'pnl': -8.25}]"
2025-07-25 14:43:00+05:30,2025-07-25 14:57:00+05:30,SELL,BUY,24831.3,24830.1,1.2000000000007276,"[{'time': '2025-07-25 14:43:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 14:44:00+05:30', 'pnl': -0.8500000000021828}, {'time': '2025-07-25 14:45:00+05:30', 'pnl': -4.350000000002183}, {'time': '2025-07-25 14:46:00+05:30', 'pnl': 4.899999999997817}, {'time': '2025-07-25 14:47:00+05:30', 'pnl': -0.049999999999272404}, {'time': '2025-07-25 14:48:00+05:30', 'pnl': -2.0499999999992724}, {'time': '2025-07-25 14:49:00+05:30', 'pnl': 7.200000000000728}, {'time': '2025-07-25 14:50:00+05:30', 'pnl': 4.099999999998545}, {'time': '2025-07-25 14:51:00+05:30', 'pnl': 9.25}, {'time': '2025-07-25 14:52:00+05:30', 'pnl': 11.599999999998545}, {'time': '2025-07-25 14:53:00+05:30', 'pnl': 5.549999999999272}, {'time': '2025-07-25 14:54:00+05:30', 'pnl': 5.950000000000728}, {'time': '2025-07-25 14:55:00+05:30', 'pnl': 3.2999999999992724}, {'time': '2025-07-25 14:56:00+05:30', 'pnl': 2.9500000000007276}, {'time': '2025-07-25 14:57:00+05:30', 'pnl': 1.2000000000007276}]"
2025-07-25 14:57:00+05:30,2025-07-25 15:04:00+05:30,BUY,SELL,24830.1,24829.55,-0.5499999999992724,"[{'time': '2025-07-25 14:57:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 14:58:00+05:30', 'pnl': 1.7000000000007276}, {'time': '2025-07-25 14:59:00+05:30', 'pnl': 3.850000000002183}, {'time': '2025-07-25 15:00:00+05:30', 'pnl': 0.4500000000007276}, {'time': '2025-07-25 15:01:00+05:30', 'pnl': 2.400000000001455}, {'time': '2025-07-25 15:02:00+05:30', 'pnl': 2.5500000000029104}, {'time': '2025-07-25 15:03:00+05:30', 'pnl': -2.399999999997817}, {'time': '2025-07-25 15:04:00+05:30', 'pnl': -0.5499999999992724}]"
2025-07-25 15:04:00+05:30,2025-07-25 15:05:00+05:30,SELL,BUY,24829.55,24831.45,-1.9000000000014552,"[{'time': '2025-07-25 15:04:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 15:05:00+05:30', 'pnl': -1.9000000000014552}]"
2025-07-25 15:05:00+05:30,2025-07-25 15:16:00+05:30,BUY,SELL,24831.45,24837.15,5.700000000000728,"[{'time': '2025-07-25 15:05:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 15:06:00+05:30', 'pnl': 5.049999999999272}, {'time': '2025-07-25 15:07:00+05:30', 'pnl': 6.75}, {'time': '2025-07-25 15:08:00+05:30', 'pnl': 8.799999999999272}, {'time': '2025-07-25 15:09:00+05:30', 'pnl': 17.549999999999272}, {'time': '2025-07-25 15:10:00+05:30', 'pnl': 14.649999999997817}, {'time': '2025-07-25 15:11:00+05:30', 'pnl': 10.75}, {'time': '2025-07-25 15:12:00+05:30', 'pnl': 10.349999999998545}, {'time': '2025-07-25 15:13:00+05:30', 'pnl': 12.599999999998545}, {'time': '2025-07-25 15:14:00+05:30', 'pnl': 12.950000000000728}, {'time': '2025-07-25 15:15:00+05:30', 'pnl': 9.849999999998545}, {'time': '2025-07-25 15:16:00+05:30', 'pnl': 5.700000000000728}]"
2025-07-25 15:16:00+05:30,2025-07-25 15:22:00+05:30,SELL,BUY,24837.15,24840.7,-3.5499999999992724,"[{'time': '2025-07-25 15:16:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 15:17:00+05:30', 'pnl': -1.3999999999978172}, {'time': '2025-07-25 15:18:00+05:30', 'pnl': 2.2000000000007276}, {'time': '2025-07-25 15:19:00+05:30', 'pnl': 3.4500000000007276}, {'time': '2025-07-25 15:20:00+05:30', 'pnl': -3.25}, {'time': '2025-07-25 15:21:00+05:30', 'pnl': -6.5}, {'time': '2025-07-25 15:22:00+05:30', 'pnl': -3.5499999999992724}]"
2025-07-25 15:22:00+05:30,2025-07-25 15:26:00+05:30,BUY,SELL,24840.7,24835.4,-5.299999999999272,"[{'time': '2025-07-25 15:22:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 15:23:00+05:30', 'pnl': -1.4500000000007276}, {'time': '2025-07-25 15:24:00+05:30', 'pnl': -1.9000000000014552}, {'time': '2025-07-25 15:25:00+05:30', 'pnl': -2.350000000002183}, {'time': '2025-07-25 15:26:00+05:30', 'pnl': -5.299999999999272}]"
2025-07-25 15:26:00+05:30,2025-07-25 15:29:00+05:30,SELL,BUY,24835.4,24832.2,3.2000000000007276,"[{'time': '2025-07-25 15:26:00+05:30', 'pnl': 0.0}, {'time': '2025-07-25 15:27:00+05:30', 'pnl': 4.5}, {'time': '2025-07-25 15:28:00+05:30', 'pnl': 5.900000000001455}, {'time': '2025-07-25 15:29:00+05:30', 'pnl': 3.2000000000007276}]"
